Date	T_a2m
17.08.2019 08:00	5.6
17.08.2019 09:00	7.35
17.08.2019 10:00	11.8
17.08.2019 11:00	13.83
17.08.2019 12:00	13.68
17.08.2019 13:00	13.85
17.08.2019 14:00	13.93
17.08.2019 15:00	14.61
17.08.2019 16:00	14.5
17.08.2019 17:00	14.14
17.08.2019 18:00	13.53
17.08.2019 19:00	13.17
17.08.2019 20:00	12.05
17.08.2019 21:00	11.03
17.08.2019 22:00	10.46
17.08.2019 23:00	10.18
18.08.2019 00:00	10.13
18.08.2019 01:00	9.91
18.08.2019 02:00	9.42
18.08.2019 03:00	9.45
18.08.2019 04:00	9.38
18.08.2019 05:00	9.37
18.08.2019 06:00	9.1
18.08.2019 07:00	9.33
18.08.2019 08:00	9.47
18.08.2019 09:00	9.4
18.08.2019 10:00	9.85
18.08.2019 11:00	10.93
18.08.2019 12:00	11.59
18.08.2019 13:00	11.26
18.08.2019 14:00	11.37
18.08.2019 15:00	11.28
18.08.2019 16:00	11.4
18.08.2019 17:00	11.26
18.08.2019 18:00	11.14
18.08.2019 19:00	10.93
18.08.2019 20:00	10.31
18.08.2019 21:00	9.67
18.08.2019 22:00	9.21
18.08.2019 23:00	8.81
19.08.2019 00:00	8.3
19.08.2019 01:00	8.12
19.08.2019 02:00	7.35
19.08.2019 03:00	7.06
19.08.2019 04:00	3.93
19.08.2019 05:00	1.67
19.08.2019 06:00	0.88
19.08.2019 07:00	1.46
19.08.2019 08:00	3.7
19.08.2019 09:00	6.72
19.08.2019 10:00	7.67
19.08.2019 11:00	8.71
19.08.2019 12:00	10.19
19.08.2019 13:00	11.24
19.08.2019 14:00	11.77
19.08.2019 15:00	11.78
19.08.2019 16:00	11.4
19.08.2019 17:00	10.14
19.08.2019 18:00	9.06
19.08.2019 19:00	7.48
19.08.2019 20:00	6.84
19.08.2019 21:00	6.15
19.08.2019 22:00	5.76
19.08.2019 23:00	5.53
20.08.2019 00:00	4.41
20.08.2019 01:00	4.01
20.08.2019 02:00	4.02
20.08.2019 03:00	3.83
20.08.2019 04:00	3.8
20.08.2019 05:00	3.45
20.08.2019 06:00	3.43
20.08.2019 07:00	2.96
20.08.2019 08:00	3.83
20.08.2019 09:00	5.09
20.08.2019 10:00	6.79
20.08.2019 11:00	8.19
20.08.2019 12:00	9.45
20.08.2019 13:00	9.78
20.08.2019 14:00	10.69
20.08.2019 15:00	10.26
20.08.2019 16:00	9.67
20.08.2019 17:00	9.37
20.08.2019 18:00	8.86
20.08.2019 19:00	7.52
20.08.2019 20:00	7.49
20.08.2019 21:00	6.42
20.08.2019 22:00	5.98
20.08.2019 23:00	5.68
21.08.2019 00:00	4.62
21.08.2019 01:00	5
21.08.2019 02:00	4.65
21.08.2019 03:00	4.57
21.08.2019 04:00	3.72
21.08.2019 05:00	3.29
21.08.2019 06:00	2.96
21.08.2019 07:00	3.3
21.08.2019 08:00	4.96
21.08.2019 09:00	7.26
21.08.2019 10:00	9.74
21.08.2019 11:00	10.76
21.08.2019 12:00	11.3
21.08.2019 13:00	11.45
21.08.2019 14:00	8.91
21.08.2019 15:00	9.89
21.08.2019 16:00	8.92
21.08.2019 17:00	9.26
21.08.2019 18:00	9.56
21.08.2019 19:00	9.28
21.08.2019 20:00	8.31
21.08.2019 21:00	7.69
21.08.2019 22:00	7.37
21.08.2019 23:00	6.41
22.08.2019 00:00	5.91
