,gates,gates,gates,may,may,may,buri,buri,buri,usgs,usgs,usgs,coop,coop,coop
,TMIN,TAVG,TMAX,TMIN,TAVG,TMAX,TMIN,TAVG,TMAX,TMIN,TAVG,TMAX,TMAX,TMIN,TAVG
DATE,,,,,,,,,,,,,,,
2017-03-20 00:00:00-08:00,-9.944444444444445,-8.259259259259258,-6.722222222222223,-8.88888888888889,-6.018518518518518,-1.1111111111111112,,,,-13.5,-6.194791666666668,5.1,-3.3333333333333335,-21.11111111111111,-12.222222222222223
2017-03-21 00:00:00-08:00,-12.833333333333334,-10.900462962962964,-9.88888888888889,-21.110555555555557,-11.388726851851857,-1.6666666666666667,,,,-14.6,-7.9437500000000005,-4.2,1.6666666666666667,-11.666666666666668,-5.0
2017-03-22 00:00:00-08:00,-13.88888888888889,-12.574074074074076,-9.944444444444445,-23.883333333333336,-13.00840277777778,-1.1111111111111112,,,,-19.6,-10.928125,-0.2,-2.2222222222222223,-16.11111111111111,-9.166666666666668
2017-03-23 00:00:00-08:00,-15.055555555555557,-12.643518518518519,-9.0,-17.77777777777778,-9.722222222222221,-1.1111111111111112,,,,-23.5,-11.737500000000002,3.4,-2.2222222222222223,-20.555555555555557,-11.38888888888889
2017-03-24 00:00:00-08:00,-14.222222222222223,-12.53240740740741,-8.944444444444446,-15.0,-8.310185185185189,0.5555555555555556,,,,-13.5,-7.860416666666666,1.6,-0.5555555555555556,-20.555555555555557,-10.555555555555555
2017-03-25 00:00:00-08:00,-14.833333333333334,-12.6875,-9.277777777777779,-15.0,-9.305555555555559,-1.1111111111111112,,,,-13.5,-7.402083333333334,1.1,-0.5555555555555556,-12.222222222222223,-6.388888888888889
2017-03-26 00:00:00-08:00,-10.555555555555555,-8.261574074074073,-5.777777777777778,-17.77777777777778,-7.939814814814817,0.5555555555555556,,,,-14.6,-8.532291666666671,0.8,0.0,-13.88888888888889,-6.944444444444445
2017-03-27 00:00:00-08:00,-6.944444444444445,-4.733796296296297,-2.2777777777777786,-11.11111111111111,-2.5462962962962963,7.222222222222222,,,,-16.9,-7.815625000000007,-0.2,0.5555555555555556,-13.88888888888889,-6.666666666666667
2017-03-28 00:00:00-08:00,-6.611111111111111,-4.324074074074075,-2.7222222222222214,-11.666666666666668,-0.2546296296296295,8.88888888888889,,,,-9.3,-1.9729166666666655,7.8,1.6666666666666667,-16.11111111111111,-7.222222222222222
2017-03-29 00:00:00-08:00,-4.777777777777779,-2.657407407407408,0.1666666666666651,-6.111111111111112,0.6712962962962963,7.777777777777779,,,,-13.3,-0.309375,15.3,7.777777777777779,-10.0,-1.1111111111111112
2017-03-30 00:00:00-08:00,-6.4444444444444455,-5.1759259259259265,-2.7222222222222214,-5.0,1.2731481481481481,10.0,,,,-4.9,-0.7354166666666662,3.4,8.88888888888889,-11.666666666666668,-1.3888888888888888
2017-03-31 00:00:00-08:00,-2.5,-0.07175925925925895,3.3333333333333335,-2.7777777777777777,2.476851851851852,8.88888888888889,,,,-5.3,2.063541666666666,13.3,4.444444444444445,-5.0,-0.2777777777777778
2017-04-01 00:00:00-08:00,-3.2777777777777772,-0.5185185185185186,1.2777777777777763,-3.3333333333333335,2.6388888888888893,8.333333333333334,,,,-2.6,2.2656249999999996,8.4,10.0,-4.444444444444445,2.7777777777777777
2017-04-02 00:00:00-08:00,-6.111111111111112,-4.520833333333334,-3.055555555555556,-13.333333333333334,-2.152777777777778,6.666666666666667,,,,-3.7,1.890625,9.4,10.0,-1.6666666666666667,4.166666666666667
2017-04-03 00:00:00-08:00,-7.611111111111111,-3.6597222222222214,0.5555555555555556,-2.7777777777777777,3.333333333333334,13.333333333333334,,,,-12.7,-2.853125,6.6,10.555555555555555,-11.11111111111111,-0.2777777777777778
2017-04-04 00:00:00-08:00,-0.8333333333333334,0.5277777777777776,3.3333333333333335,-1.6666666666666667,4.4444444444444455,11.666666666666668,,,,-7.1,1.578125,11.8,10.0,-11.11111111111111,-0.5555555555555556
2017-04-05 00:00:00-08:00,-2.2777777777777786,-0.5393518518518516,1.3333333333333326,-3.3333333333333335,3.3796296296296298,11.11111111111111,,,,-4.4,2.041666666666666,9.0,12.222222222222223,-7.222222222222222,2.5
2017-04-06 00:00:00-08:00,-3.722222222222222,-1.5324074074074074,2.7777777777777777,-10.555555555555555,-0.11574074074074088,10.555555555555555,,,,-4.8,1.8645833333333333,10.2,10.555555555555555,-3.8888888888888893,3.3333333333333335
2017-04-07 00:00:00-08:00,-6.166666666666668,-3.611111111111111,-0.11111111111111072,-10.555555555555555,0.06944444444444486,9.444444444444445,,,,-10.2,-0.20729166666666532,11.5,12.777777777777779,-9.444444444444445,1.6666666666666667
2017-04-08 00:00:00-08:00,-5.88888888888889,-2.958333333333334,0.05555555555555635,-4.444444444444445,1.4351851851851853,8.88888888888889,,,,-10.0,0.6020833333333337,13.9,9.444444444444445,-10.555555555555555,-0.5555555555555556
2017-04-09 00:00:00-08:00,-3.8333333333333326,-2.842592592592593,-0.33333333333333415,-2.7777777777777777,3.217592592592592,10.555555555555555,,,,-4.3,1.1677083333333331,9.6,10.555555555555555,-10.0,0.2777777777777778
2017-04-10 00:00:00-08:00,-3.555555555555555,-1.3842592592592595,1.2777777777777763,-4.444444444444445,3.75,10.555555555555555,,,,-3.4,3.228125,16.3,11.11111111111111,-3.8888888888888893,3.611111111111111
2017-04-11 00:00:00-08:00,-4.111111111111111,-1.215277777777778,2.11111111111111,-7.222222222222222,2.5,11.11111111111111,,,,-3.6,3.3729166666666672,11.7,12.222222222222223,-3.3333333333333335,4.444444444444445
2017-04-12 00:00:00-08:00,-1.7777777777777775,0.3148148148148147,3.3333333333333335,-1.6666666666666667,6.666666666666669,11.11111111111111,,,,-7.2,4.041666666666667,14.0,11.666666666666668,-7.777777777777779,1.9444444444444446
2017-04-13 00:00:00-08:00,-2.166666666666666,-0.4884259259259258,1.3888888888888888,-2.7777777777777777,4.9305555555555545,11.11111111111111,,,,-4.8,4.879166666666667,14.2,11.666666666666668,-7.777777777777779,1.9444444444444446
2017-04-14 00:00:00-08:00,-3.611111111111111,-0.9583333333333331,3.2777777777777772,-8.333333333333334,1.458333333333333,10.555555555555555,,,,-6.6,3.297916666666666,14.7,12.222222222222223,-7.777777777777779,2.2222222222222223
2017-04-15 00:00:00-08:00,-3.111111111111112,-0.7592592592592595,2.11111111111111,-6.666666666666667,2.592592592592592,11.11111111111111,,,,-7.7,2.7822916666666653,13.7,11.666666666666668,-8.333333333333334,1.6666666666666667
2017-04-16 00:00:00-08:00,-3.777777777777778,-1.4236111111111107,1.055555555555555,-7.222222222222222,1.932367149758454,10.555555555555555,,,,-5.8,3.460416666666666,15.5,12.222222222222223,-8.333333333333334,1.9444444444444446
2017-04-17 00:00:00-08:00,-4.555555555555555,-2.4189814814814814,0.777777777777777,-1.1111111111111112,3.703703703703704,8.333333333333334,,,,-7.5,3.529166666666667,16.0,12.222222222222223,-7.777777777777779,2.2222222222222223
2017-04-18 00:00:00-08:00,-6.277777777777779,-3.6157407407407405,-0.8888888888888897,-5.555555555555555,3.148148148148149,7.777777777777779,,,,-5.7,3.6999999999999993,16.1,11.666666666666668,-7.777777777777779,1.9444444444444446
2017-04-19 00:00:00-08:00,-5.944444444444445,-3.5254629629629637,-0.8888888888888897,-6.666666666666667,2.592592592592593,8.88888888888889,,,,-8.0,2.5541666666666676,13.0,11.11111111111111,-8.88888888888889,1.1111111111111112
2017-04-20 00:00:00-08:00,-5.88888888888889,-3.1527777777777772,-0.33333333333333415,-8.88888888888889,1.3194444444444444,11.666666666666668,,,,-7.3,2.446875,13.6,11.11111111111111,-9.444444444444445,0.8333333333333334
2017-04-21 00:00:00-08:00,-4.833333333333333,-1.2800925925925928,1.6666666666666667,-6.666666666666667,3.611111111111111,13.333333333333334,,,,-7.1,3.4656249999999993,13.8,12.222222222222223,-8.88888888888889,1.6666666666666667
2017-04-22 00:00:00-08:00,-2.2222222222222223,0.9768518518518515,4.0555555555555545,-6.666666666666667,3.8657407407407405,13.88888888888889,,,,-5.8,4.8531249999999995,15.8,12.777777777777779,-8.88888888888889,1.9444444444444446
2017-04-23 00:00:00-08:00,-1.0000000000000004,2.3611111111111116,6.055555555555555,0.0,6.319444444444444,13.88888888888889,,,,-5.0,6.178124999999998,17.6,14.444444444444445,-7.777777777777779,3.3333333333333335
2017-04-24 00:00:00-08:00,-0.05555555555555635,2.0462962962962963,3.611111111111111,-1.6666666666666667,6.180555555555556,13.88888888888889,,,,0.7,7.027083333333334,15.3,16.11111111111111,-6.666666666666667,4.722222222222222
